CycID,BH.Q,PER,M_ZT0,M_ZT0.1,M_ZT0.2,M_ZT4,M_ZT4.1,M_ZT4.2,M_ZT8,M_ZT8.1,M_ZT8.2,M_ZT12,M_ZT12.1,M_ZT12.2,M_ZT16,M_ZT16.1,M_ZT16.2,M_ZT20,M_ZT20.1,M_ZT20.2,gene_product,data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP006130-RA,3.83E-05,20,775,863,1051,1013,611,1284,740,891,882,694,630,598,862,864,776,1222,833,960,Eukaryotic translation initiation factor 3 subunit L [Source:UniProtKB/Swiss-Prot;Acc:Q7Q5Y8] ,GO:0006413, GO:0005852, GO:0006413, GO:0005852, GO:0001732, GO:0003743, GO:0016282, GO:0005852, GO:0033290, GO:0005737, GO:0005515, GO:0003743, GO:0003743, GO:0001732, GO:0002183, GO:0006412, GO:0006413, GO:0005737, GO:0005737, GO:0005852, GO:0005852, GO:0016282, GO:0033290,,,,,,,,,,,,,,
AGAP003650-RA,0.002630204,24,169,197,266,181.561,132,286,167,234,238,181,172,172,227,177,183,288,172,244,translation initiation factor eIF-2B subunit alpha ,GO:0006413, GO:0005851, GO:0003743, GO:0005085, GO:0006413, GO:0006446, GO:0005851, GO:0003743, GO:0050790, GO:0044237, GO:0044237,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP006996-RA,0.013521275,24,595,755,869,572,434,791,487,681,575,471,548,556,845,913,847,889,793,833,mitochondrial translation elongation factor TU ,GO:0006414, GO:0005739, GO:0070125, GO:0003746, GO:0003746, GO:0006414, GO:0070125, GO:0005739, GO:0006414, GO:0003924, GO:0005525, GO:0003746, GO:0000166, GO:0003746, GO:0003746, GO:0003924, GO:0003924, GO:0005525, GO:0005525, GO:0006414, GO:0006414,,,,,,,,,,,,,,,,
AGAP009701-RA,0.02253974,16,506,605,900,531,396,671,475,690,506,574,617,437,991,1121,1066,865,723,662,Alanyl-tRNA synthetase [Source:UniProtKB/TrEMBL;Acc:A0A1S4H1T1] ,GO:0006419, GO:0005737, GO:0000049, GO:0008270, GO:0005524, GO:0004813, GO:0043039, GO:0002161, GO:0004813, GO:0005524, GO:0016597, GO:0006400, GO:0006419, GO:0005739, GO:0004812, GO:0003676, GO:0000166, GO:0000049, GO:0000166, GO:0000166, GO:0003676, GO:0003723, GO:0004812, GO:0004812, GO:0004813, GO:0004813, GO:0005524, GO:0005524, GO:0008270, GO:0016874, GO:0046872, GO:0006412, GO:0006419, GO:0043039, GO:0005737, GO:0106074,
AGAP008249-RA,0.01040207,20,905,1175,1494,1039,643,1472,825,1018,995,738,811,701,1499,1322,1144,1570,1191,1306,Chaperonin containing TCP1 subunit 5 ,GO:0006457, GO:0005832, GO:0051082, GO:0005832, GO:0006457, GO:0016887, GO:0005524, GO:0051082, GO:0000166, GO:0005524, GO:0005524, GO:0051082, GO:0006457, GO:0005737,,,,,,,,,,,,,,,,,,,,,,,
AGAP002762-RA,3.66E-04,20,830,1025,1210,761,455,1113,497,732,696,551,577,580,1100,1093,979,1290,981,1191,Chaperonin containing TCP1 subunit 7 ,GO:0006457, GO:0051082, GO:0005832, GO:0005832, GO:0006457, GO:0016887, GO:0051082, GO:0005524, GO:0000166, GO:0005524, GO:0005524, GO:0051082, GO:0006457, GO:0005737,,,,,,,,,,,,,,,,,,,,,,,
AGAP010514-RA,0.008053382,20,474,476,750,602,384,839,465,627,491,460,404,501,582,564,620,854,472,602,activator of 90 kDa heat shock protein ATPase ,GO:0006457, GO:0032781, GO:0005829, GO:0001671, GO:0051879, GO:0051087, GO:0001671, GO:0001671, GO:0051087, GO:0051879, GO:0032781,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP004284-RA,0.004735301,24,109,138,176,114,67,150,104,123,99,71,74,92,166,159,183,198,143,156,tubulin--tyrosine ligase-like protein 12 ,GO:0006464, GO:0005524, GO:0006464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP004296-RA,0.01040207,20,353,336,454,703,431,591,490,646,562,411,436,510,475,347,300,535,348,586,signal peptidase complex subunit 1 ,GO:0006465, GO:0030176, GO:0005787, GO:0045047, GO:0006465, GO:0045047, GO:0005787, GO:0030176, GO:0006465, GO:0005787, GO:0016021, GO:0008233, GO:0006465, GO:0005787, GO:0016020, GO:0016021, GO:0016021,,,,,,,,,,,,,,,,,,,,
AGAP007847-RB,0.008053382,24,866.735,794.195,1741.84,806.333,344.723,894.642,1398.04,1323.23,2047.98,6746.22,6098.52,4998.89,1853.57,2333.47,2430.55,2847.52,1165.63,2192.93,dual specificity tyrosine-phosphorylation-regulated kinase ,GO:0006468, GO:0005524, GO:0004672, GO:0006468, GO:0005524, GO:0004672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP029902-RA,1.17E-04,24,589,787,943,1002,618,1270,824,1202,1300,658,617,416,514,571,498,739,512,633,Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1S4H7T4] ,GO:0006468, GO:0005524, GO:0004672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP001752-RA,0.008053382,24,277.476,189.623,367.522,399.173,149.49,466.721,230.998,215.624,279.307,765.979,798.756,670.048,1277.56,1068.29,1282.1,1351.77,658.63,959.771,SNF related kinase ,GO:0006468, GO:0035556, GO:0004674, GO:0004674, GO:0006468, GO:0035556, GO:0005634, GO:0005737, GO:0004674, GO:0005524, GO:0006468, GO:0004672, GO:0000166, GO:0004672, GO:0004674, GO:0005524, GO:0005524, GO:0006468, GO:0006468, GO:0005524, GO:0004672, GO:0004672, GO:0005524, GO:0006468,,,,,,,,,,,,,
AGAP008742-RA,0.037253837,24,387,606,719,491,369,690,482,760,928,313,274,179,275,321,391,404,335,260,unspecified product ,GO:0006468, GO:0005524, GO:0004672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP001752-RB,0.01040207,24,101.524,222.377,184.478,73.8273,51.5099,161.279,85.0017,188.376,224.693,345.021,364.244,236.952,211.443,344.707,472.897,224.232,201.37,200.229,SNF related kinase ,GO:0006468, GO:0035556, GO:0004674, GO:0004674, GO:0006468, GO:0035556, GO:0005634, GO:0005737, GO:0004674, GO:0005524, GO:0006468, GO:0004672, GO:0000166, GO:0004672, GO:0004674, GO:0005524, GO:0005524, GO:0006468, GO:0006468, GO:0005524, GO:0004672, GO:0004672, GO:0005524, GO:0006468,,,,,,,,,,,,,
AGAP009329-RA,0.017446449,20,109,167,195,137,85,227,192,263,295,285,288,270,121,137,186,189,128,122,bone morphogenetic protein receptor type-1B ,GO:0006468, GO:0004672, GO:0016020, GO:0007178, GO:0005524, GO:0004675, GO:0004675, GO:0005524, GO:0016021, GO:0006468, GO:0004672, GO:0016020, GO:0007178,,,,,,,,,,,,,,,,,,,,,,,,
AGAP013439-RA,0.008053382,20,11.462,21.8696,25.6857,4.72835,5.39678,29.8133,10.1451,10.3068,20.965,23.8981,34.6789,22.5708,31.1027,58.1949,52.9018,37.0249,18.5872,17.8411,unspecified product ,GO:0006468, GO:0005524, GO:0004672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP012282-RA,0.006235544,24,522,580.203,868,353,301,602,401,580,641.102,745.126,780.573,454,840,892.156,1209.17,1093.16,639.322,804.164,unspecified product ,GO:0006469, GO:0032007, GO:0005737, GO:0048011, GO:0032007, GO:0032007, GO:0048011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP005270-RA,0.004735301,20,31,45,54,21,29,39,21,18,37,14,24,30,38,49,40,92,40,66,protein phosphatase ,GO:0006470, GO:0005634, GO:0004722, GO:0004722, GO:0006470, GO:0005634, GO:0106307, GO:0106306, GO:0005634, GO:0004721, GO:0005515, GO:0004721, GO:0005634,,,,,,,,,,,,,,,,,,,,,,,,
AGAP013148-RA,0.02253974,20,58,96,110,80,45,98,49,66,84,67,60,70,110,70,65,145,107,104,NAD-dependent deacetylase ,GO:0006476, GO:0005759, GO:0019213, GO:0016740, GO:0006471, GO:0008270, GO:0070403, GO:0034979, GO:0051287, GO:0008270, GO:0016740, GO:0034979, GO:0046872, GO:0070403, GO:0070403, GO:0006471, GO:0006476, GO:0005739, GO:0005759,,,,,,,,,,,,,,,,,,
AGAP001888-RA,0.029078823,24,267,362,455,267,191,473,361,524,490,402,452,322,350,381,473,422,253,320,"Alpha-(1,6)-fucosyltransferase [Source:UniProtKB/TrEMBL;Acc:Q7PYD8] ",GO:0006487, GO:0036071, GO:0046921, GO:0046921, GO:0006487, GO:0036071, GO:0033578, GO:0016021, GO:0008424, GO:0032580, GO:0005515, GO:0008424, GO:0008424, GO:0016740, GO:0016757, GO:0016758, GO:0006486, GO:0033578, GO:0005794, GO:0016020, GO:0016021, GO:0016021, GO:0032580, GO:0032580,,,,,,,,,,,,,
AGAP008315-RA,0.029078823,20,154,152,199,266,225,362,208,328,205,137,227,134,185,214,157,247,139,215,dolichyl-phosphate beta-glucosyltransferase ,GO:0006487, GO:0005789, GO:0006487, GO:0005789, GO:0004581, GO:0016021, GO:0016020, GO:0016021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP003699-RA,0.001397691,16,35,38,58,41,37,64,15,33,32,15,35,23,66.4671,58,43,71.2553,53,65,"beta-1,4-N-acetylglucosaminyltransferase ",GO:0006488, GO:0004577, GO:0016758, GO:0016758, GO:0006488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP004032-RA,0.001007748,24,969.384,1208.09,1468.98,1194.85,777.326,1590.16,1048.45,1187.97,1634.18,724.224,732.881,748.775,715.699,701.869,881.82,1126.26,709.954,765.944,Alpha-mannosidase [Source:UniProtKB/TrEMBL;Acc:Q7QH78] ,GO:0006491, GO:0000139, GO:0006517, GO:0004559, GO:0004559, GO:0006013, GO:0006491, GO:0006517, GO:0000139, GO:0006013, GO:0046872, GO:0030246, GO:0004559, GO:0005975, GO:0003824, GO:0003824, GO:0004559, GO:0016787, GO:0016798, GO:0030246, GO:0046872, GO:0005975, GO:0006013, GO:0008152,,,,,,,,,,,,,
AGAP004609-RA,7.41E-04,20,617,677,880,684,684,1058,527,848,886,559,584,399,661,751,616,1117,620,890,protein kinase C substrate 80K-H ,GO:0006491, GO:0017177, GO:0006491, GO:0005515, GO:0006491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP006254-RA,0.006235544,24,689.956,959.146,1091.04,735.934,429.336,1073.46,980.081,1402.43,1512.21,1474.49,1353.17,1065.3,1389.93,1239.39,1425.48,1405.55,999.044,1199.7,polypeptide N-acetylglucosaminyltransferase ,GO:0006493, GO:0016262, GO:0016262, GO:0006493, GO:0006493, GO:0016757, GO:0005515, GO:0097363, GO:0016757, GO:0006493, GO:0006493, GO:0016757, GO:0005515, GO:0016757, GO:0006493, GO:0006493, GO:0016757, GO:0005515, GO:0016757, GO:0006493,,,,,,,,,,,,,,,,,
AGAP005914-RA,1.76E-04,24,8304,8790,11187,6676,4054,8837,5118,7358,6733,1431,1415,1514,1561,1525,1310,6254,5058,5157,unspecified product ,GO:0006508, GO:0008239, GO:0008239, GO:0006508, GO:0006508, GO:0008236, GO:0016021, GO:0008236, GO:0006508, GO:0016020, GO:0016021,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP007619-RA,0.006235544,20,599,717,1039,918,589,1142,697,903,943,598,655,656,989,855,860,1247,689,1061,cytosolic nonspecific dipeptidase ,GO:0006508, GO:0008233, GO:0070573, GO:0004180, GO:0046872, GO:0016787, GO:0008237, GO:0016787, GO:0016805, GO:0046872, GO:0006508,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP000994-RA,0.017446449,20,442.029,508.104,791.553,387.262,332.17,618.349,376.999,521.828,491.311,479.202,394.68,459.897,521.874,585.632,491.252,770.057,789.767,600.128,lysosomal Pro-X carboxypeptidase ,GO:0006508, GO:0008239, GO:0008239, GO:0006508, GO:0008236, GO:0006508, GO:0008236, GO:0006508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP013181-RA,0.01040207,24,356,444,530,329,233,514,372,425,354,296,353,299,358,316,314,526,418,416,carboxypeptidase A ,GO:0006508, GO:0005615, GO:0004181, GO:0008270, GO:0006508, GO:0004181, GO:0004180, GO:0004181, GO:0006508, GO:0005615, GO:0004181, GO:0008270, GO:0006508,,,,,,,,,,,,,,,,,,,,,,,,
AGAP003423-RA,0.003536595,24,152,191,177,118,92,216,96,159,165,94,76,69,176,165,131,229,147,187,endoplasmic reticulum metallopeptidase 1 ,GO:0006508, GO:0006508, GO:0016021, GO:0006508, GO:0008235, GO:0016020, GO:0016021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP003422-RA,0.001397691,24,167,171,319,193,80,260,87,130,163,52,42,43,173,121,96,209,116,199,endoplasmic reticulum metallopeptidase 1 ,GO:0006508, GO:0006508, GO:0016021, GO:0008235, GO:0006508, GO:0016020, GO:0016021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP003432-RA,0.048019251,16,118,118,103,76,43,154,56,61,62,58,39,25,185,158,155,197,101,136,endoplasmic reticulum metallopeptidase 1 ,GO:0006508, GO:0006508, GO:0006508, GO:0008235, GO:0016021, GO:0016020, GO:0016021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP006416-RA,0.034572116,12,2,5,4,1,0,45,23,5,7,1,1,1,0,1,2,9,26,29,serine protease (non-digestive) ,GO:0006508, GO:0004252, GO:0005615, GO:0004252, GO:0006508, GO:0005615, GO:0006508, GO:0004252, GO:0004252, GO:0008233, GO:0008236, GO:0016787, GO:0006508, GO:0006508,,,,,,,,,,,,,,,,,,,,,,,
AGAP006488-RA,0.029078823,24,1,5,2,2,3,3,4,5,9,9,5,9,0,0,1,0,0,0,unspecified product ,GO:0006508, GO:0004252, GO:0004252, GO:0006508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP000787-RA,0.017446449,24,372.729,618.153,610.472,354.107,247.345,461.893,391.971,394.836,597.22,523.547,632.678,508.499,725.09,715.425,753.319,1003.29,576.623,537.872,unspecified product ,GO:0006511, GO:0061630, GO:0005515, GO:0004842, GO:0005515, GO:0004842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP009348-RA,0.037253837,20,341,405,444,283,198,445,262,352,360,264,293,285,468,568,519,503,387,437,unspecified product ,GO:0006511, GO:0016579, GO:0004843, GO:0005515, GO:0043161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP007418-RA,0.002630204,20,197,224,292,315,176,366,223,278,322,258,220,264,278,234,200,397,227,271,proteasome inhibitor subunit 1 (PI31) ,GO:0006511, GO:0006511, GO:0043161, GO:0004866, GO:0070628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP001609-RA,0.006235544,20,232.321,254.581,284.923,163,119.789,177.809,156,212.638,207.848,200.276,235.133,175.325,312.95,294.822,397.531,328.737,195.798,202.742,E3 ubiquitin-protein ligase MYLIP ,GO:0006511, GO:0004842, GO:0071944, GO:0009887, GO:0046872, GO:0005856, GO:0030182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP008988-RA,0.01040207,24,1492,2206.88,2665,1452,1053,2425,1160,2040,1941,1236,1143,1095,1968.43,2605,2244.37,2481,2907,2258,Glutamine synthetase [Source:UniProtKB/TrEMBL;Acc:Q7PWF1] ,GO:0006542, GO:0005737, GO:0004356, GO:0006542, GO:0005524, GO:0004356, GO:0003824, GO:0006807, GO:0000166, GO:0003824, GO:0004356, GO:0004356, GO:0005524, GO:0016874, GO:0006542, GO:0006807,,,,,,,,,,,,,,,,,,,,,
AGAP009447-RJ,0.037253837,20,109.655,160.5,180.405,69.2415,34.8167,55.6537,10.9612,72.6869,20.2946,72.6163,115.212,199.078,108.326,119.974,176.04,168.136,236.857,143.191,S-adenosylmethionine synthetase ,GO:0006556, GO:0004478, GO:0005829, GO:0004478, GO:0005829, GO:0006556, GO:0004478, GO:0005829, GO:0004478, GO:0005829, GO:0006556, GO:0005524, GO:0004478, GO:0046872, GO:0004478, GO:0005524, GO:0006556, GO:0006556, GO:0004478, GO:0046872, GO:0005524, GO:0006730, GO:0000166, GO:0004478, GO:0004478, GO:0005524, GO:0005524, GO:0016740, GO:0046872, GO:0006556, GO:0006556, GO:0006730, GO:0005524, GO:0006730, GO:0004478, GO:0006556, 
AGAP004097-RA,0.02253974,24,120,131,220,145,79,236,97,102,166,64,60,84,112,155,121,127,182,131,"3-hydroxyisobutyryl-CoA hydrolase, mitochondrial [Source:UniProtKB/TrEMBL;Acc:Q7PH36] ",GO:0006574, GO:0005739, GO:0003860, GO:0003860, GO:0005739, GO:0003860, GO:0003860, GO:0003860, GO:0016787, GO:0006574, GO:0009083, GO:0005739,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP007024-RA,0.001007748,24,255,259,361,244,155,292,137,186,166,187,154,162,390,320,227,536,299,461,nuclear transport factor 2 ,GO:0006606, GO:0006913, GO:0044613, GO:0006606, GO:0006913, GO:0044613, GO:0006913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP005193-RA,0.003536595,24,129,234,194,81,68,136,93,172,126,131,127,123,197,211,206,230,173,182,nuclear pore complex protein Nup188 ,GO:0006606, GO:0017056, GO:0044611, GO:0006405, GO:0017056, GO:0006405, GO:0006606, GO:0044611, GO:0017056, GO:0017056,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP000498-RB,0.01040207,20,140.774,104.094,173.293,151.806,113.732,278.049,86.4265,128.16,159.469,85.8039,118.462,93.791,157.577,119.835,102.203,188.766,118.838,128.093,nuclear transport factor 2 ,GO:0006606, GO:0006913, GO:0044613, GO:0006606, GO:0006913, GO:0044613, GO:0006606, GO:0006913, GO:0044613, GO:0006606, GO:0006913, GO:0044613, GO:0006913, GO:0006913,,,,,,,,,,,,,,,,,,,,,,,
AGAP007299-RA,0.048019251,24,103,200,194,97,55,174,96,121,114,74,85,53,143,169,235,198,183,103,unspecified product ,GO:0006606, GO:0005635, GO:0005829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP006031-RA,0.048019251,24,11030,13306,16938,11679,8470,15148,10547,14767,15001,12510,16469,14018,16943,22839,17635,23361,16431,19143,nuclear pore complex protein Nup54 ,GO:0006607, GO:0006999, GO:0036228, GO:0017056, GO:0044613, GO:0017056, GO:0006607, GO:0006999, GO:0036228, GO:0044613, GO:0005643, GO:0005643,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP006766-RA,0.001971123,20,2075,2156,2695,2173,1191,2542,1516,1999,1808,1633,1365,1486,3267,2915,2576,3853,2563,3297,nascent polypeptide-associated complex subunit alpha ,GO:0006612, GO:0051082, GO:0005737, GO:0005854, GO:0005854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP007492-RA,0.013521275,20,275,257,374,517,360,525,317,384,423,281,247,310,348,328,325,370,292,409,signal recognition particle subunit SRP9 ,GO:0006614, GO:0005786, GO:0006614, GO:0005786, GO:0006614, GO:0045900, GO:0008312, GO:0048500, GO:0003723, GO:0008312, GO:0006614, GO:0045900, GO:0005737, GO:0005786, GO:0048500,,,,,,,,,,,,,,,,,,,,,,
AGAP010224-RA,0.006235544,20,950.462,995.225,1391.03,1425.52,891.907,1580.68,1025.12,1530.46,1354.91,992.394,1032.46,771.158,1431.85,996.048,920.691,1598.31,926.668,1456.18,ER lumen protein retaining receptor ,GO:0006621, GO:0005801, GO:0046923, GO:0006888, GO:0005783, GO:0046923, GO:0006621, GO:0006888, GO:0005783, GO:0005794, GO:0005801, GO:0006621, GO:0005789, GO:0015031, GO:0046923, GO:0016021, GO:0046923, GO:0006621, GO:0015031, GO:0005783, GO:0005789, GO:0016020, GO:0016021, GO:0016021,,,,,,,,,,,,,
AGAP000935-RA,0.008053382,24,1964,2136,2884,1698,1177,2828,1711,1998,1986,1472,1459,1923,2607,2384,2201,2721,2823,2551,mitochondrial processing peptidase ,GO:0006627, GO:0005739, GO:0004222, GO:0004175, GO:0006627, GO:0005739, GO:0005743, GO:0017087, GO:0017087, GO:0006627, GO:0046872, GO:0004222, GO:0006508, GO:0003824, GO:0004222, GO:0046872, GO:0006508,,,,,,,,,,,,,,,,,,,,
AGAP001652-RA,0.037253837,24,636,834,944,619,430,787,559,816,630,596,586,525,1024,845,862,1465,623,813,lipase ,GO:0006629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP011121-RA,0.02253974,24,9,10,3,5,9,11,16,7,21,37,31,27,30,16,19,31,15,21,unspecified product ,GO:0006629, GO:0016298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP003414-RB,0.048019251,16,0,0,15.8614,88.9966,57.0597,43.4726,22.1028,69.5448,74.5065,29.3417,64.6329,32.4276,31.236,37.7035,17.4616,135.725,32.4135,55.0976,3-hydroxyacyl-CoA dehydrogenase / 3-hydroxy-2-methylbutyryl-CoA dehydrogenase ,GO:0006631, GO:0004303, GO:0008210, GO:0008209, GO:0005739, GO:0006631, GO:0004303, GO:0008210, GO:0008209, GO:0005739, GO:0016491, GO:0016491, GO:0055114, GO:0016491, GO:0016491, GO:0055114,,,,,,,,,,,,,,,,,,,,,
AGAP005175-RA,0.013521275,24,794.183,1352.48,1830.21,743.718,617.412,1423.46,1138.52,1074.9,1451.68,1790.26,1720.84,1498.93,1755.31,2039.6,1903.97,1995.76,1735.53,1849.09,acetyl-CoA carboxylase / biotin carboxylase ,GO:0006633, GO:0003989, GO:0016874, GO:0046872, GO:0005524, GO:0000166, GO:0003989, GO:0005524, GO:0005524, GO:0016874, GO:0016874, GO:0046872, GO:0006633, GO:2001295, GO:0006633, GO:0003989, GO:0016874, GO:0046872, GO:0005524, GO:0000166, GO:0003989, GO:0005524, GO:0005524, GO:0016874, GO:0016874, GO:0046872, GO:0006633, GO:2001295,,,,,,,,,
AGAP011833-RA,0.002630204,20,539,466,727,595,538,1018,582,655,718,331,196,314,577,512,513,739,703,592,enoyl-CoA hydratase ,GO:0006635, GO:0005739, GO:0004300, GO:0004300, GO:0016853, GO:0006635, GO:0005739, GO:0003824, GO:0003824,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP007581-RA,5.38E-04,20,102,145,164,88,52,126,62,71,27,110,106,66,159,127,114,158,113,129,glycerol kinase ,GO:0006641, GO:0005739, GO:0006071, GO:0016310, GO:0004370, GO:0046167, GO:0016773, GO:0004370, GO:0016773, GO:0006071, GO:0006641, GO:0016310, GO:0046167, GO:0005739, GO:0019563, GO:0016773, GO:0005975, GO:0016301, GO:0016740, GO:0016773, GO:0005975, GO:0016310,,,,,,,,,,,,,,,
AGAP009264-RA,0.001007748,20,904,1022,1163,858,564,1216,1084,1430,1339,1774,1438,1515,1493,1824,1557,1535,945,894,Ethanolamine-phosphate cytidylyltransferase [Source:UniProtKB/TrEMBL;Acc:A0A1S4H1E2] ,GO:0006646, GO:0004306, GO:0009058, GO:0003824, GO:0003824, GO:0009058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP003478-RA,0.002630204,20,1767,1803,2345,1973,1513,2353,1951,2993,2444,1906,1810,1597,1794,1563,1486,2706,1578,1959,CDP-diacylglycerol--inositol 3-phosphatidyltransferase [Source:UniProtKB/TrEMBL;Acc:Q7QDE5] ,GO:0006661, GO:0005794, GO:0003881, GO:0003881, GO:0006661, GO:0005794, GO:0016021, GO:0016020, GO:0008654, GO:0016780, GO:0003881, GO:0016740, GO:0016780, GO:0006629, GO:0008654, GO:0008654, GO:0016020, GO:0016020, GO:0016021,,,,,,,,,,,,,,,,,,
AGAP009584-RB,0.017446449,24,1132.41,1356.27,1937.12,1083.44,755.035,2297,1225.75,1275.07,1478.28,940.525,943.679,1212.6,1109.97,1427.82,1313.79,1687.5,1168.62,1582.77,Thioredoxin [Source:UniProtKB/TrEMBL;Acc:Q9NGZ1] ,GO:0006662, GO:0015035, GO:0015035, GO:0006662, GO:0045454, GO:0055114, GO:0005623, GO:0006662, GO:0015035, GO:0015035, GO:0006662, GO:0045454, GO:0055114, GO:0005623,,,,,,,,,,,,,,,,,,,,,,,
AGAP001649-RA,5.38E-04,24,77,98,91,100,53,96,43,81,65,42,42,24,54,59,63,112,53,56,Glucosylceramidase [Source:UniProtKB/TrEMBL;Acc:Q7PXX9] ,GO:0006680, GO:0004348, GO:0016787, GO:0004348, GO:0006665, GO:0004348, GO:0004348, GO:0016787, GO:0016798, GO:0006629, GO:0006665, GO:0006665, GO:0008152,,,,,,,,,,,,,,,,,,,,,,,,
AGAP002417-RA,0.029078823,20,119,178,288,186,94,336,123,164,189,130,111,137,166,181,193,222,163,174,cytochrome P450 ,GO:0006697, GO:0016705, GO:0020037, GO:0046872, GO:0055114, GO:0055114, GO:0004497, GO:0020037, GO:0016705, GO:0005506, GO:0004497, GO:0005506, GO:0016491,,,,,,,,,,,,,,,,,,,,,,,,
AGAP000792-RA,0.048019251,24,1059.3,1416.79,1947.22,1036.94,867.383,1737.83,1671.62,2017.6,2377.67,2794.18,2200.15,1911.4,2099.49,1867.42,2169.17,3005.94,1814.44,1923.09,Adenosylhomocysteinase [Source:UniProtKB/TrEMBL;Acc:Q7QE71] ,GO:0006730, GO:0016787, GO:0004013, GO:0016787, GO:0006730, GO:0033353, GO:0005829, GO:0033353, GO:0005829,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP003167-RA,0.006235544,24,169,334,413,283,196,471,344,570,529,598,637,568,354,440,398,451,345,397,NAD(P) transhydrogenase ,GO:0006740, GO:0008746, GO:0050661, GO:0051287, GO:0008746, GO:0050661, GO:0051287, GO:0006740, GO:0005739, GO:0008746, GO:1902600, GO:0016021, GO:0016491, GO:0008746, GO:0016491, GO:0055114, GO:1902600, GO:0016020, GO:0016021,,,,,,,,,,,,,,,,,,
AGAP009193-RA,0.001971123,24,207,210,278,249,170,348,155,238,182,99,55,105,197,130,129,221,116,227,glutathione S-transferase epsilon class 4 ,GO:0006749, GO:0004364, GO:0004364, GO:0006749, GO:0005737, GO:0006749, GO:0005515, GO:0016740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP009197-RA,0.001397691,20,52,68,76,118,76,170,40,68,60,12,12,7,58,47,38,73,44,58,glutathione S-transferase epsilon class 3 ,GO:0006749, GO:0004364, GO:0004364, GO:0006749, GO:0005737, GO:0006749, GO:0005515, GO:0016740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP009191-RA,0.004735301,24,35,40,63,71,31,88,55,72,55,43,41,47,54,40,37,52,34,49,glutathione S-transferase epsilon class 6 ,GO:0006749, GO:0004364, GO:0004364, GO:0006749, GO:0005737, GO:0006749, GO:0005515, GO:0016740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP029495-RA,0.002630204,24,332.931,369.78,499.823,403.114,332,569.308,416.402,514.199,597.926,276.281,471.254,394.06,359.479,390.685,419.959,307.237,233.767,414.812,unspecified product ,GO:0006750, GO:0017109, GO:0030234, GO:0035229, GO:0030234, GO:0006750, GO:0035229, GO:0017109, GO:0006750, GO:0017109, GO:0030234, GO:0035229, GO:0030234, GO:0006750, GO:0035229, GO:0017109, GO:0006750, GO:0047834, GO:0035226, GO:0035226, GO:0006750, GO:0006750, GO:0047834, GO:0035226, GO:0035226, GO:0006750,,,,,,,,,,,
